config_id,run_id,scenario,system_prompt,shots,generation_model,repair_model,status,iteration_index,iteration.iteration,iteration.validated,iteration.is_valid,iteration.dsl_path,iteration.compiler_output_path,run_metadata_path,iteration.compiler_error_score.error_lines,iteration.compiler_error_score.feedback_chars,iteration.compiler_error_score.lines,iteration.compiler_error_score.score,iteration.compiler_error_score.warning_lines,iteration.compiler_feedback_chars,iteration.repair_prompt_included_previous_dsl,iteration.repair_prompt_mode,iteration.success_artifact_path,iteration.validation.dsl_missing,iteration.validation.jar_missing,iteration.validation.java_missing,iteration.validation.returncode,iteration.validation.timed_out
Flash25Prompt4Stateless_Shot0,20260404_223044,Scenario_029.txt,Generative/NewSp4.txt,0,gemini-2.5-flash,gemini-2.5-flash,success,4,4,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_029/Generative/NewSp4/RUN_20260404_223044/dsl/ITER4_20260404_223245.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_029/Generative/NewSp4/RUN_20260404_223044/compiler/ITER4_20260404_223245.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_029/Generative/NewSp4/RUN_20260404_223044/run_metadata.json,0,628,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_029/Generative/NewSp4/RUN_20260404_223044/dsl/SUCCESS_20260404_223245.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot0,20260404_223246,Scenario_06.txt,Generative/NewSp4.txt,0,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_06/Generative/NewSp4/RUN_20260404_223246/dsl/ITER0_20260404_223301.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_06/Generative/NewSp4/RUN_20260404_223246/compiler/ITER0_20260404_223301.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_06/Generative/NewSp4/RUN_20260404_223246/run_metadata.json,8,1079,14,93,4,1079,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot0,20260404_223246,Scenario_06.txt,Generative/NewSp4.txt,0,gemini-2.5-flash,gemini-2.5-flash,success,1,1,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_06/Generative/NewSp4/RUN_20260404_223246/dsl/ITER1_20260404_223313.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_06/Generative/NewSp4/RUN_20260404_223246/compiler/ITER1_20260404_223313.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_06/Generative/NewSp4/RUN_20260404_223246/run_metadata.json,0,627,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot0/Scenario_06/Generative/NewSp4/RUN_20260404_223246/dsl/SUCCESS_20260404_223314.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot1,20260404_223314,Scenario_011.txt,Generative/NewSp4.txt,1,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_011/Generative/NewSp4/RUN_20260404_223314/dsl/ITER0_20260404_223352.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_011/Generative/NewSp4/RUN_20260404_223314/compiler/ITER0_20260404_223352.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_011/Generative/NewSp4/RUN_20260404_223314/run_metadata.json,0,628,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_011/Generative/NewSp4/RUN_20260404_223314/dsl/SUCCESS_20260404_223353.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot1,20260404_223354,Scenario_016.txt,Generative/NewSp4.txt,1,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_016/Generative/NewSp4/RUN_20260404_223354/dsl/ITER0_20260404_223413.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_016/Generative/NewSp4/RUN_20260404_223354/compiler/ITER0_20260404_223413.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_016/Generative/NewSp4/RUN_20260404_223354/run_metadata.json,0,628,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_016/Generative/NewSp4/RUN_20260404_223354/dsl/SUCCESS_20260404_223414.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot1,20260404_223415,Scenario_029.txt,Generative/NewSp4.txt,1,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_029/Generative/NewSp4/RUN_20260404_223415/dsl/ITER0_20260404_223441.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_029/Generative/NewSp4/RUN_20260404_223415/compiler/ITER0_20260404_223441.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_029/Generative/NewSp4/RUN_20260404_223415/run_metadata.json,3,749,9,41,4,749,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot1,20260404_223415,Scenario_029.txt,Generative/NewSp4.txt,1,gemini-2.5-flash,gemini-2.5-flash,success,1,1,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_029/Generative/NewSp4/RUN_20260404_223415/dsl/ITER1_20260404_223449.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_029/Generative/NewSp4/RUN_20260404_223415/compiler/ITER1_20260404_223449.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_029/Generative/NewSp4/RUN_20260404_223415/run_metadata.json,0,628,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_029/Generative/NewSp4/RUN_20260404_223415/dsl/SUCCESS_20260404_223450.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot1,20260404_223451,Scenario_06.txt,Generative/NewSp4.txt,1,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_06/Generative/NewSp4/RUN_20260404_223451/dsl/ITER0_20260404_223501.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_06/Generative/NewSp4/RUN_20260404_223451/compiler/ITER0_20260404_223501.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_06/Generative/NewSp4/RUN_20260404_223451/run_metadata.json,0,627,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot1/Scenario_06/Generative/NewSp4/RUN_20260404_223451/dsl/SUCCESS_20260404_223501.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot2,20260404_223502,Scenario_011.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_011/Generative/NewSp4/RUN_20260404_223502/dsl/ITER0_20260404_223533.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_011/Generative/NewSp4/RUN_20260404_223502/compiler/ITER0_20260404_223533.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_011/Generative/NewSp4/RUN_20260404_223502/run_metadata.json,0,628,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_011/Generative/NewSp4/RUN_20260404_223502/dsl/SUCCESS_20260404_223534.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot2,20260404_223535,Scenario_016.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_016/Generative/NewSp4/RUN_20260404_223535/dsl/ITER0_20260404_223559.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_016/Generative/NewSp4/RUN_20260404_223535/compiler/ITER0_20260404_223559.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_016/Generative/NewSp4/RUN_20260404_223535/run_metadata.json,5,928,11,62,4,928,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot2,20260404_223535,Scenario_016.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,1,1,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_016/Generative/NewSp4/RUN_20260404_223535/dsl/ITER1_20260404_223607.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_016/Generative/NewSp4/RUN_20260404_223535/compiler/ITER1_20260404_223607.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_016/Generative/NewSp4/RUN_20260404_223535/run_metadata.json,0,628,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_016/Generative/NewSp4/RUN_20260404_223535/dsl/SUCCESS_20260404_223607.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot2,20260404_223608,Scenario_029.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/dsl/ITER0_20260404_223646.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/compiler/ITER0_20260404_223646.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/run_metadata.json,28,2468,34,298,4,2468,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot2,20260404_223608,Scenario_029.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,1,1,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/dsl/ITER1_20260404_223701.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/compiler/ITER1_20260404_223701.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/run_metadata.json,2,697,8,31,4,697,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot2,20260404_223608,Scenario_029.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,2,2,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/dsl/ITER2_20260404_223709.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/compiler/ITER2_20260404_223709.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/run_metadata.json,0,628,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_029/Generative/NewSp4/RUN_20260404_223608/dsl/SUCCESS_20260404_223709.LIRAs,False,False,False,0,False
Flash25Prompt4Stateless_Shot2,20260404_223710,Scenario_06.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,0,0,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/dsl/ITER0_20260404_223722.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/compiler/ITER0_20260404_223722.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/run_metadata.json,3,866,9,42,4,866,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot2,20260404_223710,Scenario_06.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,1,1,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/dsl/ITER1_20260404_223736.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/compiler/ITER1_20260404_223736.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/run_metadata.json,3,866,9,42,4,866,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot2,20260404_223710,Scenario_06.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,2,2,True,False,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/dsl/ITER2_20260404_223802.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/compiler/ITER2_20260404_223802.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/run_metadata.json,3,866,9,42,4,866,True,dsl_plus_compiler,,False,False,False,1,False
Flash25Prompt4Stateless_Shot2,20260404_223710,Scenario_06.txt,Generative/NewSp4.txt,2,gemini-2.5-flash,gemini-2.5-flash,success,3,3,True,True,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/dsl/ITER3_20260404_223817.LIRAs,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/compiler/ITER3_20260404_223817.LIRAs.compiler.txt,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/run_metadata.json,0,627,7,11,4,,,,/Users/marco/Documents/T2I/Tesi/liras-llm-guided-repair/Runs/Flash25Prompt4Stateless_Shot2/Scenario_06/Generative/NewSp4/RUN_20260404_223710/dsl/SUCCESS_20260404_223818.LIRAs,False,False,False,0,False
